Report Date,Area,District,Zone,Ward,Stake,Source 1,Source 2,Source 3,Source 4,Source 5,Source 6
10/28/2018,TOUFEN_B_E,ZHUNAN,XINZHU,TOUFEN,XINZHU,0,0,0,0,1,0
10/28/2018,ZHONGLI_2_S,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,0,0,0
10/28/2018,TOUFEN_B_E,ZHUNAN,XINZHU,TOUFEN,XINZHU,0,0,0,0,1,0
10/28/2018,BADE_B_E,BADE,TAOYUAN,BADE,TAOYUAN,0,0,0,0,1,0
10/28/2018,LUODONG_A_E,YILAN,EAST,LUODONG,EAST,0,0,0,0,0,0
10/28/2018,TAOYUAN_4_E,TAOYUAN_A,TAOYUAN,TAOYUAN_4,TAOYUAN,0,0,0,0,0,0
10/28/2018,MIAOLI_E,MIAOLI,XINZHU,MIAOLI,XINZHU,1,0,0,0,0,0
10/28/2018,TAIDONG_2_ZL,TAIDONG_A,HUALIAN,TAIDONG_2,HUALIAN,0,0,0,0,0,0
10/28/2018,LONGTAN_A_E,BADE,TAOYUAN,LONGTAN,TAOYUAN,0,0,0,0,0,0
10/28/2018,LONGTAN_A_E,BADE,TAOYUAN,LONGTAN,TAOYUAN,0,0,0,0,0,0
10/28/2018,TUCHENG_S,TUCHENG,WEST,TUCHENG,WEST,0,0,0,0,0,0
10/28/2018,XIANGSHAN_A_E,XINZHU_A,XINZHU,XIANGSHAN,XINZHU,0,0,0,0,0,0
10/28/2018,TAOYUAN_3_ZL,TAOYUAN_A,TAOYUAN,TAOYUAN_3,TAOYUAN,1,0,0,0,0,0
10/28/2018,YONGHE_S,SHUANGHE,SOUTH,YONGHE,SOUTH,0,0,0,0,0,0
10/28/2018,HUALIAN_1_E,HUALIAN_A,HUALIAN,HUALIAN_1,HUALIAN,0,0,0,0,0,0
10/28/2018,WANDA_E,JINHUA,CENTRAL,WANDA,CENTRAL,0,0,0,0,0,0
10/28/2018,ZHONGLI_1_A_E,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,0,0,0
10/28/2018,LUZHOU_B_E,SANCHONG,CENTRAL,LUZHOU,CENTRAL,0,0,0,0,0,0
10/28/2018,LUYE_E,YULI,HUALIAN,LUYE,HUALIAN,0,0,0,0,0,0
10/28/2018,SONGSHAN_S,SONGSHAN,EAST,SONGSHAN,EAST,0,0,0,0,0,0
10/28/2018,HUALIAN_3_E,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,0,0,0
10/28/2018,XINZHU_3_ZL,XINZHU_A,XINZHU,XINZHU_3,XINZHU,0,0,0,0,0,0
10/28/2018,ANKANG_E,XINDIAN,SOUTH,ANKANG,SOUTH,0,0,0,0,0,0
10/28/2018,LINKOU_E,XINZHUANG,WEST,LINKOU,WEST,1,0,0,0,0,0
10/28/2018,ZHUBEI_3_E,ZHUBEI,XINZHU,ZHUBEI_3,XINZHU,0,0,0,0,0,0
10/28/2018,XIZHI_B_E,JILONG,EAST,XIZHI,EAST,0,0,0,0,0,0
10/28/2018,ZHONGHE_2_E,SHUANGHE,SOUTH,ZHONGHE_2,SOUTH,0,0,0,0,0,0
10/28/2018,FENGLIN_E,YULI,HUALIAN,FENGLIN,HUALIAN,1,0,0,0,0,0
10/28/2018,DANSHUI_B_E,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,0,0,0
10/28/2018,MUZHA_S,XINDIAN,SOUTH,MUZHA,SOUTH,0,0,0,0,0,0
10/28/2018,DANSHUI_ZL,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,0,0,0
10/28/2018,TUCHENG_E,TUCHENG,WEST,TUCHENG,WEST,0,0,0,0,0,0
10/28/2018,ZHONGLI_2_B_E,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,0,0,0
10/28/2018,XINPU_S,BANQIAO,WEST,XINPU,WEST,0,0,0,0,0,0
10/28/2018,ZHUNAN_E,ZHUNAN,XINZHU,ZHUNAN,XINZHU,0,0,0,0,0,0
10/28/2018,MIAOLI_S,MIAOLI,XINZHU,MIAOLI,XINZHU,0,0,0,0,0,0
10/28/2018,SANXIA_B_E,TUCHENG,WEST,SANXIA,WEST,0,0,0,0,0,0
10/28/2018,ZHUDONG_E,XINZHU_A,XINZHU,ZHUDONG,XINZHU,0,0,0,0,0,0
10/28/2018,XIZHI_A_E,JILONG,EAST,XIZHI,EAST,0,0,0,0,0,0
10/28/2018,BITAN_S,XINDIAN,SOUTH,BITAN,SOUTH,1,0,0,0,0,0
10/28/2018,ZHUBEI_2_S,ZHUBEI,XINZHU,ZHUBEI_2,XINZHU,0,0,0,0,0,0
10/28/2018,XIANGSHAN_B_E,XINZHU_A,XINZHU,XIANGSHAN,XINZHU,0,0,0,0,0,0
10/28/2018,JILONG_ZL,JILONG,EAST,JILONG,EAST,0,0,0,0,0,0
10/28/2018,XINZHU_3_S,XINZHU_A,XINZHU,XINZHU_3,XINZHU,0,0,0,0,0,0
10/28/2018,GUISHAN_A_E,TAOYUAN_B,TAOYUAN,GUISHAN,TAOYUAN,0,0,0,0,0,0
10/28/2018,DANSHUI_S,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,0,0,0
10/28/2018,BEITOU_E,DANSHUI,NORTH,BEITOU,NORTH,0,0,0,0,0,0
10/28/2018,SHILIN_S,BEITOU,NORTH,SHILIN,NORTH,1,0,0,0,0,0
10/28/2018,XINZHU_1_S,XINZHU_A,XINZHU,XINZHU_1,XINZHU,0,0,0,0,0,0
10/28/2018,XINDIAN_E,XINDIAN,SOUTH,XINDIAN,SOUTH,0,0,0,0,0,0
10/28/2018,TAIDONG_3_A_E,TAIDONG_A,HUALIAN,TAIDONG_3,HUALIAN,0,0,0,0,0,0
10/28/2018,HUALIAN_3_S,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,0,0,0
10/28/2018,HUALIAN_3_S,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,0,0,0
10/28/2018,NEIHU_A_E,SONGSHAN,EAST,NEIHU,EAST,0,0,0,0,0,0
10/28/2018,HUALIAN_2_E,HUALIAN_A,HUALIAN,HUALIAN_2,HUALIAN,0,0,0,0,0,0
10/28/2018,NEIHU_A_E,SONGSHAN,EAST,NEIHU,EAST,0,0,0,0,0,0
10/28/2018,ENGLISH_E,XINAN,CENTRAL,ENGLISH,CENTRAL,0,0,0,0,0,0
10/28/2018,ZHONGHE_1_E,SHUANGHE,SOUTH,ZHONGHE_1,SOUTH,0,0,0,0,0,0
10/28/2018,JINGMEI_ZL,XINDIAN,SOUTH,JINGMEI,SOUTH,0,0,0,0,0,0
10/28/2018,TAIDONG_1_S,TAIDONG_A,HUALIAN,TAIDONG_1,HUALIAN,0,0,0,0,0,0
10/28/2018,TAOYUAN_2_S,TAOYUAN_B,TAOYUAN,TAOYUAN_2,TAOYUAN,0,0,0,0,0,0
10/28/2018,TIANMU_A_E,BEITOU,NORTH,TIANMU,NORTH,0,0,0,0,0,0
10/28/2018,ZHONGLI_1_S,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,0,0,0
10/28/2018,ZHONGLI_1_S,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,0,0,0
10/28/2018,ASSISTANTS,XINAN,CENTRAL,ASSISTANTS,CENTRAL,0,0,0,0,0,0
10/28/2018,XINPU_E,BANQIAO,WEST,XINPU,WEST,0,0,0,0,0,0
10/28/2018,ZHONGLI_2_S,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,0,0,0
10/28/2018,JINHUA_ZL,JINHUA,CENTRAL,JINHUA,CENTRAL,0,0,0,1,0,0
10/28/2018,TAOYUAN_1_E,TAOYUAN_A,TAOYUAN,TAOYUAN_1,TAOYUAN,0,0,0,0,0,0
10/28/2018,SANCHONG_S,SANCHONG,CENTRAL,SANCHONG,CENTRAL,1,0,0,0,0,0
10/28/2018,DANFENG_ZL,XINZHUANG,WEST,DANFENG,WEST,0,0,0,0,0,0
10/28/2018,ZHUBEI_1_E,ZHUBEI,XINZHU,ZHUBEI_1,XINZHU,1,0,0,0,0,0
10/28/2018,TAOYUAN_3_S,TAOYUAN_A,TAOYUAN,TAOYUAN_3,TAOYUAN,0,0,0,0,0,0
11/4/2018,YULI_E,YULI,HUALIAN,YULI,HUALIAN,0,0,0,0,0,0
11/4/2018,NEIHU_A_E,SONGSHAN,EAST,NEIHU,EAST,0,0,0,0,0,0
11/4/2018,BADE_A_E,BADE,TAOYUAN,BADE,TAOYUAN,0,0,0,0,0,0
11/4/2018,SONGSHAN_E,SONGSHAN,EAST,SONGSHAN,EAST,0,0,0,0,0,0
11/4/2018,LONGTAN_A_E,BADE,TAOYUAN,LONGTAN,TAOYUAN,0,0,0,0,0,0
11/4/2018,JILONG_ZL,JILONG,EAST,JILONG,EAST,0,0,0,0,0,0
11/4/2018,TAOYUAN_2_S,TAOYUAN_B,TAOYUAN,TAOYUAN_2,TAOYUAN,0,0,0,0,0,0
11/4/2018,MIAOLI_E,MIAOLI,XINZHU,MIAOLI,XINZHU,0,0,0,0,0,0
11/4/2018,JILONG_A_E,JILONG,EAST,JILONG,EAST,0,0,0,0,0,0
11/4/2018,JINHUA_E,JINHUA,CENTRAL,JINHUA,CENTRAL,0,0,0,0,0,0
11/4/2018,ZHUDONG_E,XINZHU_A,XINZHU,ZHUDONG,XINZHU,0,0,0,0,0,0
11/4/2018,TAIDONG_2_ZL,TAIDONG_A,HUALIAN,TAIDONG_2,HUALIAN,0,0,0,0,0,0
11/4/2018,ZHONGLI_2_S,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,0,0,0
11/4/2018,TUCHENG_S,TUCHENG,WEST,TUCHENG,WEST,0,0,0,0,0,0
11/4/2018,BITAN_S,XINDIAN,SOUTH,BITAN,SOUTH,1,0,0,0,0,0
11/4/2018,TAOYUAN_2_E,TAOYUAN_B,TAOYUAN,TAOYUAN_2,TAOYUAN,0,0,0,0,0,0
11/4/2018,XINPU_S,BANQIAO,WEST,XINPU,WEST,0,0,0,0,0,0
11/4/2018,LUYE_E,YULI,HUALIAN,LUYE,HUALIAN,0,0,0,0,0,0
11/4/2018,LINKOU_E,XINZHUANG,WEST,LINKOU,WEST,0,0,0,0,0,0
11/4/2018,BEITOU_E,DANSHUI,NORTH,BEITOU,NORTH,0,0,0,0,0,0
11/4/2018,SIYUAN_E,XINZHUANG,WEST,SIYUAN,WEST,0,0,0,0,0,0
11/4/2018,ZHONGLI_2_B_E,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,0,0,0
11/4/2018,MIAOLI_S,MIAOLI,XINZHU,MIAOLI,XINZHU,0,0,0,0,0,0
11/4/2018,XINBAN_E,BANQIAO,WEST,XINBAN,WEST,0,0,0,0,0,0
11/4/2018,ZHONGLI_1_A_E,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,0,0,0
11/4/2018,DANFENG_ZL,XINZHUANG,WEST,DANFENG,WEST,0,0,0,0,0,0
11/4/2018,SANCHONG_E,SANCHONG,CENTRAL,SANCHONG,CENTRAL,0,0,0,0,0,0
11/4/2018,SONGSHAN_S,SONGSHAN,EAST,SONGSHAN,EAST,0,0,0,0,0,0
11/4/2018,ZHUBEI_1_E,ZHUBEI,XINZHU,ZHUBEI_1,XINZHU,0,0,0,0,0,0
11/4/2018,TAOYUAN_3_S,TAOYUAN_A,TAOYUAN,TAOYUAN_3,TAOYUAN,0,0,0,0,0,0
11/4/2018,BADE_B_E,BADE,TAOYUAN,BADE,TAOYUAN,0,0,0,0,0,0
11/4/2018,ZHONGHE_2_E,SHUANGHE,SOUTH,ZHONGHE_2,SOUTH,0,0,0,0,0,0
11/4/2018,TAOYUAN_4_E,TAOYUAN_A,TAOYUAN,TAOYUAN_4,TAOYUAN,0,0,0,0,0,0
11/4/2018,LUODONG_A_E,YILAN,EAST,LUODONG,EAST,0,0,0,0,0,0
11/4/2018,TAIDONG_3_A_E,TAIDONG_A,HUALIAN,TAIDONG_3,HUALIAN,0,0,0,0,0,0
11/4/2018,XIANGSHAN_B_E,XINZHU_A,XINZHU,XIANGSHAN,XINZHU,0,0,0,0,0,0
11/4/2018,LUZHOU_B_E,SANCHONG,CENTRAL,LUZHOU,CENTRAL,0,0,0,0,0,0
11/4/2018,HUALIAN_1_E,HUALIAN_A,HUALIAN,HUALIAN_1,HUALIAN,0,0,0,0,0,0
11/4/2018,ZHUNAN_E,ZHUNAN,XINZHU,ZHUNAN,XINZHU,0,0,0,0,0,0
11/4/2018,YILAN_A_S,YILAN,EAST,YILAN,EAST,0,0,0,0,0,0
11/4/2018,SANCHONG_S,SANCHONG,CENTRAL,SANCHONG,CENTRAL,0,0,0,0,0,0
11/4/2018,XINDIAN_E,XINDIAN,SOUTH,XINDIAN,SOUTH,0,0,0,0,0,0
11/4/2018,TUCHENG_E,TUCHENG,WEST,TUCHENG,WEST,0,0,0,0,0,0
11/4/2018,HUALIAN_2_E,HUALIAN_A,HUALIAN,HUALIAN_2,HUALIAN,0,0,0,0,0,0
11/4/2018,MUZHA_S,XINDIAN,SOUTH,MUZHA,SOUTH,0,0,0,0,0,0
11/4/2018,HUALIAN_3_E,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,0,0,0
11/4/2018,TAIDONG_2_S,TAIDONG_A,HUALIAN,TAIDONG_2,HUALIAN,0,0,0,0,0,0
11/4/2018,WANDA_E,JINHUA,CENTRAL,WANDA,CENTRAL,0,0,0,0,0,0
11/4/2018,FENGLIN_E,YULI,HUALIAN,FENGLIN,HUALIAN,0,0,0,0,0,0
11/4/2018,SANXIA_B_E,TUCHENG,WEST,SANXIA,WEST,0,0,0,1,0,0
11/4/2018,XINPU_E,BANQIAO,WEST,XINPU,WEST,0,0,0,0,0,0
11/4/2018,YILAN_A_S,YILAN,EAST,YILAN,EAST,0,0,0,0,0,0
11/4/2018,XINZHU_3_ZL,XINZHU_A,XINZHU,XINZHU_3,XINZHU,0,0,0,0,0,0
11/4/2018,YONGHE_S,SHUANGHE,SOUTH,YONGHE,SOUTH,0,0,0,0,0,0
11/4/2018,DANSHUI_S,DANSHUI,NORTH,DANSHUI,NORTH,1,0,0,0,0,0
11/4/2018,SHILIN_S,BEITOU,NORTH,SHILIN,NORTH,0,0,0,0,0,0
11/4/2018,XIZHI_B_E,JILONG,EAST,XIZHI,EAST,0,0,0,0,0,0
11/4/2018,XIANGSHAN_A_E,XINZHU_A,XINZHU,XIANGSHAN,XINZHU,0,0,0,0,0,0
11/4/2018,ZHUBEI_2_S,ZHUBEI,XINZHU,ZHUBEI_2,XINZHU,0,0,0,0,0,0
11/4/2018,ZHUBEI_3_E,ZHUBEI,XINZHU,ZHUBEI_3,XINZHU,0,0,0,0,0,0
11/4/2018,XINZHU_3_S,XINZHU_A,XINZHU,XINZHU_3,XINZHU,0,0,0,0,0,0
11/4/2018,XINZHU_1_S,XINZHU_A,XINZHU,XINZHU_1,XINZHU,0,0,0,0,0,0
11/4/2018,GUISHAN_A_E,TAOYUAN_B,TAOYUAN,GUISHAN,TAOYUAN,0,0,0,0,0,0
11/4/2018,HUALIAN_3_S,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,0,0,0
11/4/2018,HUALIAN_2_S,HUALIAN_A,HUALIAN,HUALIAN_2,HUALIAN,0,0,0,0,0,0
11/4/2018,XIZHI_A_E,JILONG,EAST,XIZHI,EAST,0,0,0,0,0,0
11/4/2018,JINGMEI_ZL,XINDIAN,SOUTH,JINGMEI,SOUTH,0,0,0,1,0,0
11/4/2018,TAIDONG_1_S,TAIDONG_A,HUALIAN,TAIDONG_1,HUALIAN,0,0,0,0,0,0
11/4/2018,TAOYUAN_3_ZL,TAOYUAN_A,TAOYUAN,TAOYUAN_3,TAOYUAN,0,0,0,0,0,0
11/4/2018,ANKANG_E,XINDIAN,SOUTH,ANKANG,SOUTH,0,0,0,0,0,0
11/4/2018,TOUFEN_B_E,ZHUNAN,XINZHU,TOUFEN,XINZHU,0,0,0,0,0,0
11/4/2018,ZHONGLI_1_S,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,0,0,0
11/4/2018,ASSISTANTS,XINAN,CENTRAL,ASSISTANTS,CENTRAL,0,0,0,0,0,0
11/4/2018,DANSHUI_ZL,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,0,0,0
11/4/2018,DANSHUI_B_E,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,0,0,0
11/4/2018,TIANMU_A_E,BEITOU,NORTH,TIANMU,NORTH,0,0,0,0,0,0
11/4/2018,MUZHA_A_E,XINDIAN,SOUTH,MUZHA,SOUTH,0,0,0,0,0,0
11/4/2018,GUISHAN_S,TAOYUAN_B,TAOYUAN,GUISHAN,TAOYUAN,0,0,0,0,0,0
11/4/2018,JINHUA_ZL,JINHUA,CENTRAL,JINHUA,CENTRAL,0,0,0,0,0,0
11/4/2018,ENGLISH_E,XINAN,CENTRAL,ENGLISH,CENTRAL,0,0,0,0,0,0
11/4/2018,ZHONGHE_1_E,SHUANGHE,SOUTH,ZHONGHE_1,SOUTH,0,0,0,0,0,0
11/4/2018,TAOYUAN_1_E,TAOYUAN_A,TAOYUAN,TAOYUAN_1,TAOYUAN,0,0,0,0,0,0
11/4/2018,TAOYUAN_1_S,TAOYUAN_A,TAOYUAN,TAOYUAN_1,TAOYUAN,0,0,0,0,0,0
11/11/2018,NEIHU_A_E,SONGSHAN,EAST,NEIHU,EAST,0,0,0,0,0,0
11/11/2018,LINKOU_E,XINZHUANG,WEST,LINKOU,WEST,0,0,0,0,0,0
11/11/2018,BADE_B_E,BADE,TAOYUAN,BADE,TAOYUAN,0,0,0,0,0,0
11/11/2018,YONGHE_S,SHUANGHE,SOUTH,YONGHE,SOUTH,1,0,0,0,0,0
11/11/2018,XIANGSHAN_B_E,XINZHU_A,XINZHU,XIANGSHAN,XINZHU,0,0,0,0,0,0
11/11/2018,XINBAN_E,BANQIAO,WEST,XINBAN,WEST,1,0,0,0,0,0
11/11/2018,TOUFEN_B_E,ZHUNAN,XINZHU,TOUFEN,XINZHU,0,0,0,0,0,0
11/11/2018,JILONG_A_E,JILONG,EAST,JILONG,EAST,0,0,0,0,0,0
11/11/2018,XIZHI_B_E,JILONG,EAST,XIZHI,EAST,0,0,0,0,0,0
11/11/2018,BADE_A_E,BADE,TAOYUAN,BADE,TAOYUAN,0,0,0,0,0,0
11/11/2018,SANCHONG_S,SANCHONG,CENTRAL,SANCHONG,CENTRAL,0,0,0,0,0,0
11/11/2018,ZHUNAN_E,ZHUNAN,XINZHU,ZHUNAN,XINZHU,0,0,0,0,1,0
11/11/2018,BITAN_S,XINDIAN,SOUTH,BITAN,SOUTH,0,0,0,0,0,0
11/11/2018,XINPU_S,BANQIAO,WEST,XINPU,WEST,0,0,0,0,0,0
11/11/2018,YILAN_A_S,YILAN,EAST,YILAN,EAST,0,0,0,0,0,0
11/11/2018,TAOYUAN_2_E,TAOYUAN_B,TAOYUAN,TAOYUAN_2,TAOYUAN,0,0,0,0,0,0
11/11/2018,SONGSHAN_E,SONGSHAN,EAST,SONGSHAN,EAST,0,0,0,0,0,0
11/11/2018,SONGSHAN_S,SONGSHAN,EAST,SONGSHAN,EAST,0,0,0,0,0,0
11/11/2018,SANCHONG_E,SANCHONG,CENTRAL,SANCHONG,CENTRAL,0,0,0,0,0,0
11/11/2018,HUALIAN_3_S,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,0,0,0
11/11/2018,ZHONGLI_2_B_E,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,0,0,0
11/11/2018,LONGTAN_A_E,BADE,TAOYUAN,LONGTAN,TAOYUAN,0,0,0,0,0,0
11/11/2018,ZHONGHE_2_E,SHUANGHE,SOUTH,ZHONGHE_2,SOUTH,1,0,0,0,0,0
11/11/2018,LUZHOU_B_E,SANCHONG,CENTRAL,LUZHOU,CENTRAL,0,0,0,0,0,0
11/11/2018,JINHUA_E,JINHUA,CENTRAL,JINHUA,CENTRAL,0,0,0,0,0,0
11/11/2018,SIYUAN_E,XINZHUANG,WEST,SIYUAN,WEST,0,0,0,0,0,0
11/11/2018,JILONG_ZL,JILONG,EAST,JILONG,EAST,0,0,0,0,0,0
11/11/2018,ZHONGLI_2_S,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,0,0,0
11/11/2018,FENGLIN_E,YULI,HUALIAN,FENGLIN,HUALIAN,0,0,0,0,0,0
11/11/2018,LUODONG_A_E,YILAN,EAST,LUODONG,EAST,0,0,0,0,0,0
11/11/2018,JINGMEI_ZL,XINDIAN,SOUTH,JINGMEI,SOUTH,0,0,0,0,0,0
11/11/2018,TAOYUAN_3_ZL,TAOYUAN_A,TAOYUAN,TAOYUAN_3,TAOYUAN,1,0,0,0,0,0
11/11/2018,TAOYUAN_3_S,TAOYUAN_A,TAOYUAN,TAOYUAN_3,TAOYUAN,0,0,0,0,0,0
11/11/2018,DANFENG_ZL,XINZHUANG,WEST,DANFENG,WEST,0,0,0,0,0,0
11/11/2018,DANSHUI_ZL,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,0,0,0
11/11/2018,XIANGSHAN_A_E,XINZHU_A,XINZHU,XIANGSHAN,XINZHU,0,0,0,0,0,0
11/11/2018,XINZHU_3_S,XINZHU_A,XINZHU,XINZHU_3,XINZHU,0,0,0,0,0,0
11/11/2018,MUZHA_S,XINDIAN,SOUTH,MUZHA,SOUTH,0,0,0,0,0,0
11/11/2018,ZHUBEI_2_S,ZHUBEI,XINZHU,ZHUBEI_2,XINZHU,0,0,0,0,0,0
11/11/2018,TAIDONG_3_A_E,TAIDONG_A,HUALIAN,TAIDONG_3,HUALIAN,0,0,0,0,0,0
11/11/2018,TAIDONG_2_S,TAIDONG_A,HUALIAN,TAIDONG_2,HUALIAN,0,0,0,0,0,0
11/11/2018,HUALIAN_2_S,HUALIAN_A,HUALIAN,HUALIAN_2,HUALIAN,0,0,0,0,0,0
11/11/2018,TAIDONG_2_ZL,TAIDONG_A,HUALIAN,TAIDONG_2,HUALIAN,0,0,0,0,0,0
11/11/2018,ANKANG_E,XINDIAN,SOUTH,ANKANG,SOUTH,0,0,0,0,0,0
11/11/2018,SANXIA_B_E,TUCHENG,WEST,SANXIA,WEST,0,0,0,0,0,0
11/11/2018,XINZHU_3_ZL,XINZHU_A,XINZHU,XINZHU_3,XINZHU,0,0,0,0,0,0
11/11/2018,DANSHUI_B_E,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,0,0,0
11/11/2018,TAIDONG_1_S,TAIDONG_A,HUALIAN,TAIDONG_1,HUALIAN,0,0,0,0,0,0
11/11/2018,MIAOLI_E,MIAOLI,XINZHU,MIAOLI,XINZHU,0,0,0,0,0,0
11/11/2018,BEITOU_E,DANSHUI,NORTH,BEITOU,NORTH,0,0,0,0,0,0
11/11/2018,LUYE_E,YULI,HUALIAN,LUYE,HUALIAN,0,0,0,0,0,0
11/11/2018,TUCHENG_E,TUCHENG,WEST,TUCHENG,WEST,0,0,0,0,0,0
11/11/2018,JINHUA_ZL,JINHUA,CENTRAL,JINHUA,CENTRAL,0,0,0,0,0,0
11/11/2018,XINDIAN_E,XINDIAN,SOUTH,XINDIAN,SOUTH,0,0,0,0,1,0
11/11/2018,TAOYUAN_1_S,TAOYUAN_A,TAOYUAN,TAOYUAN_1,TAOYUAN,0,0,0,0,0,0
11/11/2018,ZHUBEI_3_E,ZHUBEI,XINZHU,ZHUBEI_3,XINZHU,0,0,0,0,0,0
11/11/2018,SHILIN_S,BEITOU,NORTH,SHILIN,NORTH,0,0,0,0,0,0
11/11/2018,MIAOLI_S,MIAOLI,XINZHU,MIAOLI,XINZHU,0,0,0,0,0,0
11/11/2018,TUCHENG_S,TUCHENG,WEST,TUCHENG,WEST,0,0,0,0,0,0
11/11/2018,ZHONGHE_1_E,SHUANGHE,SOUTH,ZHONGHE_1,SOUTH,0,0,0,0,0,0
11/11/2018,XINZHU_1_S,XINZHU_A,XINZHU,XINZHU_1,XINZHU,1,0,0,0,0,0
11/11/2018,ZHONGLI_1_S,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,0,0,0
11/11/2018,GUISHAN_A_E,TAOYUAN_B,TAOYUAN,GUISHAN,TAOYUAN,0,0,0,0,0,0
11/11/2018,DANSHUI_S,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,0,0,0
11/11/2018,XINPU_E,BANQIAO,WEST,XINPU,WEST,0,0,0,0,0,0
11/11/2018,TAOYUAN_2_S,TAOYUAN_B,TAOYUAN,TAOYUAN_2,TAOYUAN,0,0,0,0,0,0
11/11/2018,GUISHAN_S,TAOYUAN_B,TAOYUAN,GUISHAN,TAOYUAN,0,0,0,0,0,0
11/11/2018,TAOYUAN_4_E,TAOYUAN_A,TAOYUAN,TAOYUAN_4,TAOYUAN,0,0,0,0,0,0
11/11/2018,HUALIAN_2_E,HUALIAN_A,HUALIAN,HUALIAN_2,HUALIAN,0,0,0,0,0,0
11/11/2018,TAOYUAN_1_E,TAOYUAN_A,TAOYUAN,TAOYUAN_1,TAOYUAN,0,0,0,0,0,0
11/11/2018,ZHUDONG_E,XINZHU_A,XINZHU,ZHUDONG,XINZHU,0,0,0,0,0,0
11/11/2018,MUZHA_A_E,XINDIAN,SOUTH,MUZHA,SOUTH,0,0,0,0,0,0
11/11/2018,ASSISTANTS,XINAN,CENTRAL,ASSISTANTS,CENTRAL,0,0,0,0,1,0
11/11/2018,ENGLISH_E,XINAN,CENTRAL,ENGLISH,CENTRAL,0,0,0,0,0,0
11/11/2018,HUALIAN_3_E,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,0,0,0
11/11/2018,WANDA_E,JINHUA,CENTRAL,WANDA,CENTRAL,0,0,0,0,0,0
11/11/2018,HUALIAN_1_E,HUALIAN_A,HUALIAN,HUALIAN_1,HUALIAN,0,0,0,0,0,0
11/11/2018,XIZHI_A_E,JILONG,EAST,XIZHI,EAST,1,0,0,0,0,0
11/11/2018,ZHONGLI_1_A_E,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,0,0,0
11/11/2018,TIANMU_A_E,BEITOU,NORTH,TIANMU,NORTH,0,0,0,0,0,0
11/11/2018,ZHUBEI_1_E,ZHUBEI,XINZHU,ZHUBEI_1,XINZHU,0,0,0,0,0,0
11/18/2018,NEIHU_A_E,SONGSHAN,EAST,NEIHU,EAST,0,0,0,0,0,0
11/18/2018,YILAN_A_S,YILAN,EAST,YILAN,EAST,0,0,0,0,0,0
11/18/2018,JILONG_A_E,JILONG,EAST,JILONG,EAST,0,0,0,0,0,0
11/18/2018,ZHUNAN_E,ZHUNAN,XINZHU,ZHUNAN,XINZHU,0,0,0,0,0,0
11/18/2018,JINGMEI_ZL,XINDIAN,SOUTH,JINGMEI,SOUTH,0,0,0,0,0,0
11/18/2018,BADE_B_E,BADE,TAOYUAN,BADE,TAOYUAN,0,0,0,0,0,0
11/18/2018,XINBAN_E,BANQIAO,WEST,XINBAN,WEST,0,0,0,0,0,0
11/18/2018,TOUFEN_B_E,ZHUNAN,XINZHU,TOUFEN,XINZHU,0,0,0,0,0,0
11/18/2018,TAOYUAN_2_E,TAOYUAN_B,TAOYUAN,TAOYUAN_2,TAOYUAN,0,0,0,0,0,0
11/18/2018,TAOYUAN_3_S,TAOYUAN_A,TAOYUAN,TAOYUAN_3,TAOYUAN,0,0,0,0,0,0
